Retailer,Address,City,State,"Postal Code",Supplier,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key"
"Shadowmoss Plantation (CHS)","20 Dunvegan Drive",Charleston,SC,29414,"Rusty Bull Brewing Company",32.844215,-80.074246,1,range_interpolation,"20 Dunvegan Dr",,"Charleston, SC 29414",20,"Dunvegan Dr",,,Charleston,SC,"Charleston County",29414,US,"TIGER/Line® from the US Census Bureau",gcod_usncfb74y6x6n53ha8un9jjhkd775
"Refuge - IOP (CHS)","1517 Palm Boulevard","Isle Of Palms",SC,29451,"Rusty Bull Brewing Company",32.789578,-79.786242,1,rooftop,"1517 Palm Blvd",,"Isle of Palms, SC 29451",1517,"Palm Blvd",,,"Isle of Palms",SC,"Charleston County",29451,US,"Statewide SC",gcod_usnujauxvc77hc2hvd7cwm6cdbmpe
"Brick (CHS)","24 Ann Street",Charleston,SC,29401,"Rusty Bull Brewing Company",32.7901,-79.937264,0.99,rooftop,"24 Ann St",,"Charleston, SC 29403",24,"Ann St",,,Charleston,SC,"Charleston County",29403,US,"Charleston County GIS",gcod_usny2yqsaeyugm94qfazsuk87pmad
"Hometeam BBQ - Downtown (CHS)","126 Williman Street",Charleston,SC,29403,"Rusty Bull Brewing Company",32.8092,-79.946443,1,rooftop,"126 Williman St",,"Charleston, SC 29403",126,"Williman St",,,Charleston,SC,"Charleston County",29403,US,"Charleston County GIS",gcod_usnkc8n46ej6yx597vkzfwxqbtldh
"Charleston Sports Pub-Goose Creek (CHS)","539 Saint James Avenue","Goose Creek",SC,29445,"Rusty Bull Brewing Company",33.032739,-80.060825,1,rooftop,"539 St James Ave",,"Goose Creek, SC 29445",539,"St James Ave",,,"Goose Creek",SC,"Berkeley County",29445,US,Berkeley,gcod_usnm8e8bdxlnglt82cwxbrjxwgvv5
"Sundown Saloon (CHS)","95 Mathews Drive","Hilton Head Island",SC,29926,"Rusty Bull Brewing Company",32.21104,-80.700752,1,rooftop,"95 Mathews Dr",,"Hilton Head Island, SC 29926",95,"Mathews Dr",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnnp5hl2mq29fvaut28rzm9uyup4
"El Nuevo Grill-Bluffton (CHS)","1008 Fording Island Road",Bluffton,SC,29910-4879,"Rusty Bull Brewing Company",32.256607,-80.852044,1,rooftop,"1008 US-278",,"Bluffton, SC 29910",1008,US-278,,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usncty3nzmya4rz4nx9qrblpqbrh2
"Southern Roots - Park Circle (CHS)","1033 East Montague Avenue","North Charleston",SC,29405,"Rusty Bull Brewing Company",32.881296,-79.975201,1,rooftop,"1033 E Montague Ave",,"North Charleston, SC 29405",1033,"E Montague Ave",,,"North Charleston",SC,"Charleston County",29405,US,"Charleston County GIS",gcod_usnd57utpkg2zx45ggbadx6jrlatb
"Extra Virgin Oven - Park Circle (CHS)","1075 East Montague Avenue","North Charleston",SC,29405,"Rusty Bull Brewing Company",32.881299,-79.976973,1,rooftop,"1075 E Montague Ave",,"North Charleston, SC 29405",1075,"E Montague Ave",,,"North Charleston",SC,"Charleston County",29405,US,"Charleston County GIS",gcod_usnd57utpkg2zx45fujckpenauj7a
"Oak Steakhouse (CHS)","17 Broad Street",Charleston,SC,29401,"Rusty Bull Brewing Company",32.776629,-79.92786,1,rooftop,"17 Broad St",,"Charleston, SC 29401",17,"Broad St",,,Charleston,SC,"Charleston County",29401,US,"Charleston County GIS",gcod_usnn2jeyly2jsujbw6krugdtkdmec
"Bay St Biergarten (CHS)","549 East Bay Street",Charleston,SC,29403,"Rusty Bull Brewing Company",32.792011,-79.931473,1,rooftop,"549 E Bay St",,"Charleston, SC 29403",549,"E Bay St",,,Charleston,SC,"Charleston County",29403,US,"Charleston County GIS",gcod_usn9nhveyx42tdrb7t9t9l2lvv4s7
"Mix (CHS)","730 Coleman Boulevard","Mount Pleasant",SC,29464,"Rusty Bull Brewing Company",32.792921,-79.868456,1,rooftop,"730 Coleman Blvd",,"Mount Pleasant, SC 29464",730,"Coleman Blvd",,,"Mount Pleasant",SC,"Charleston County",29464,US,"Charleston County GIS",gcod_usnstsra729yz4t4x4bcqvuznv9gh
"Bohemian Bull - James Island (CHS)","1531 Folly Road",Charleston,SC,29412,"Rusty Bull Brewing Company",32.708256,-79.964436,1,rooftop,"1531 Folly Rd",,"Charleston, SC 29412",1531,"Folly Rd",,,Charleston,SC,"Charleston County",29412,US,"Charleston County GIS",gcod_usn8vewwym3yhyn4q22dju7grhw85
"Rivertowne Public House (CHS)","2015 Highway 41","Mount Pleasant",SC,29466,"Rusty Bull Brewing Company",32.897169,-79.821059,0.91,nearest_rooftop_match,"2011 SC-41",,"Mount Pleasant, SC 29466",2011,SC-41,,,"Mount Pleasant",SC,"Charleston County",29466,US,"Charleston County GIS",gcod_usn5m2gbphrzv7t4d9w6f5fkcztwb
"Dig In Park Circle (CHS)","1049 East Montague Avenue","North Charleston",SC,29405,"Rusty Bull Brewing Company",32.881246,-79.975903,1,rooftop,"1049 E Montague Ave",,"North Charleston, SC 29405",1049,"E Montague Ave",,,"North Charleston",SC,"Charleston County",29405,US,"Charleston County GIS",gcod_usnd57utpkg2zx45ktreqhepkuzkg
"Sesame - Park Circle (CHS)","4726 Spruill Avenue","North Charleston",SC,29405,"Rusty Bull Brewing Company",32.880791,-79.979991,1,rooftop,"4726 Spruill Ave",,"North Charleston, SC 29405",4726,"Spruill Ave",,,"North Charleston",SC,"Charleston County",29405,US,"Charleston County GIS",gcod_usnnmyzuqn3225hhzd7eajh4bc2wd
"Red Palm Grill (CHS)","45 Romney Street",Charleston,SC,29403,"Rusty Bull Brewing Company",32.807826,-79.944844,1,rooftop,"45 Romney St",,"Charleston, SC 29403",45,"Romney St",,,Charleston,SC,"Charleston County",29403,US,"Charleston County GIS",gcod_usnvxw8qn76x6gld3gu5d8dq9t966
"Hometeam BBQ - North Mt Pleasant (CHS)","3563 Highway 17 North","Mount Pleasant",SC,29466,"Rusty Bull Brewing Company",32.879588,-79.763647,1,range_interpolation,"3563 Highway 17",,"Mount Pleasant, SC 29466",3563,"Highway 17",,,"Mount Pleasant",SC,"Charleston County",29466,US,"TIGER/Line® from the US Census Bureau",gcod_usnddsg23a48cxlggfve5ejhna44a
"Omni Resort HHI PDunes (CHS)","23 Ocean Lane","Hilton Head Island",SC,29928-5121,"Southern Barrel Brewing Company",32.162107,-80.721778,1,rooftop,"23 Ocean Ln",,"Hilton Head Island, SC 29928",23,"Ocean Ln",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnftg5zgmudnr9exl42uw4gun6w9
"Carolina Tasting Room (CHS)","1 North Forest Beach Drive","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.143409,-80.750369,1,rooftop,"1 N Forest Beach Dr",,"Hilton Head Island, SC 29928",1,"N Forest Beach Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usny6pafw6uftbthssgsbsmg5sbhe
"Ms. Roses (CHS)","1090 Sam Rittenberg Boulevard",Charleston,SC,29407,"Southern Barrel Brewing Company",32.822413,-79.992264,1,rooftop,"1090 Sam Rittenberg Blvd",,"Charleston, SC 29407",1090,"Sam Rittenberg Blvd",,,Charleston,SC,"Charleston County",29407,US,"Charleston County GIS",gcod_usngraghaq6me4f9wr2r6h37uclt7
"Legend Oaks Golf Club (CHS)","118 Legend Oaks Way",Summerville,SC,29485,"Southern Barrel Brewing Company",32.946248,-80.232916,1,rooftop,"118 Legend Oaks Way",,"Summerville, SC 29485",118,"Legend Oaks Way",,,Summerville,SC,"Dorchester County",29485,US,"Statewide SC",gcod_usnf6aqwu6tyyagbv85x8c7uvqjsg
"Chechessee Creek (CHS)","14 Tucker Point",Okatie,SC,29909-3836,"Southern Barrel Brewing Company",32.358376,-80.858859,1,rooftop,"14 Tucker Pt",,"Okatie, SC 29909",14,"Tucker Pt",,,Okatie,SC,"Beaufort County",29909,US,Beaufort,gcod_usnhqs5ls4p64vv56rez3rputmtta
"Tattooed Moose - Park Circle (CHS)","4845 Chateau Avenue","North Charleston",SC,29405,"Southern Barrel Brewing Company",32.882489,-79.977127,1,rooftop,"4845 Chateau Ave",,"North Charleston, SC 29405",4845,"Chateau Ave",,,"North Charleston",SC,"Charleston County",29405,US,"Charleston County GIS",gcod_usn776ytn926cmxd8az5h2h52bym9
"Blu Smoke Pit - Johns Island (CHS)","1804 Crowne Commons Way","Johns Island",SC,29455,"Southern Barrel Brewing Company",32.735901,-80.05397,1,rooftop,"1804 Crowne Commons Way",,"Johns Island, SC 29455",1804,"Crowne Commons Way",,,"Johns Island",SC,"Charleston County",29455,US,"Charleston County GIS",gcod_usnf37upchhu8rma7blv5d5zqr4t8
"Morgan River Grill (CHS)","100 Marina Drive","Saint Helena Island",SC,29920,"Southern Barrel Brewing Company",32.450314,-80.577312,1,rooftop,"100 Marina Dr",,"Saint Helena Island, SC 29920",100,"Marina Dr",,,"Saint Helena Island",SC,"Beaufort County",29920,US,Beaufort,gcod_usnz888rjre6vnh6p5g3wlreq39p9
"Hallmark Hilton Head Club (CHS)","2130 Club Way",Hardeeville,SC,29927,"Southern Barrel Brewing Company",32.330033,-81.016286,1,rooftop,"2130 Club Way",,"Hardeeville, SC 29927",2130,"Club Way",,,Hardeeville,SC,"Jasper County",29927,US,Jasper,gcod_usnm2uzsptwxmk7czt3g8mrb3czs2
"Katie O'Donald's (CHS)","1008 Fording Island Road",Bluffton,SC,29910-4875,"Southern Barrel Brewing Company",32.256607,-80.852044,1,rooftop,"1008 US-278",,"Bluffton, SC 29910",1008,US-278,,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usncty3nzmya4rz4nx9qrblpqbrh2
"Marriott-North Charleston (CHS)","4770 Goer Drive","North Charleston",SC,29406,"Southern Barrel Brewing Company",32.872509,-80.009333,1,rooftop,"4770 Goer Dr",,"North Charleston, SC 29406",4770,"Goer Dr",,,"North Charleston",SC,"Charleston County",29406,US,"Charleston County GIS",gcod_usn7bwj9rwauf75gsemm2lmwuh6a8
"Gilligan's-Beaufort (CHS)","2601 Boundary Street",Beaufort,SC,29906-7341,"Southern Barrel Brewing Company",32.440013,-80.710729,1,rooftop,"2601 Boundary St",,"Beaufort, SC 29906",2601,"Boundary St",,,Beaufort,SC,"Beaufort County",29906,US,Beaufort,gcod_usn2mttwwws4zjb5tb7dm9yznpsug
"American Legion #147 - James Island (CHS)","968 Folly Road",Charleston,SC,29412,"Southern Barrel Brewing Company",32.730674,-79.968141,1,rooftop,"968 Folly Rd",,"Charleston, SC 29412",968,"Folly Rd",,,Charleston,SC,"Charleston County",29412,US,"Statewide SC",gcod_usn8vewwym3yhyn4vlpav8rek2dzh
"Peaceful Henry's (CHS)","181 Bluffton Road",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.238799,-80.858922,1,rooftop,"181 Bluffton Rd",,"Bluffton, SC 29910",181,"Bluffton Rd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnlefkvejz5fy6bdl95s32ydjmfe
"Jinya Ramen Bar (CHS)","95 Mathews Drive F 3-5","Hilton Head Island",SC,29926,"Southern Barrel Brewing Company",32.21104,-80.700752,1,rooftop,"95 Mathews Dr","Ste B5","Hilton Head Island, SC 29926",95,"Mathews Dr",Ste,B5,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnnp5hl2mq29fvaut28rzm9uyup4
"Heges - Freshfields (CHS)","275 Gardners Circle","Johns Island",SC,29455,"Southern Barrel Brewing Company",32.607542,-80.148365,1,rooftop,"275 Gardeners Cir",,"Johns Island, SC 29455",275,"Gardeners Cir",,,"Johns Island",SC,"Charleston County",29455,US,"Statewide SC",gcod_usnf8xv255qa62nah7rpj4xxwxqna
"Cane Pazzo (CHS)","1276 Yeamans Hall Road",Hanahan,SC,29410,"Southern Barrel Brewing Company",32.901259,-80.011443,1,rooftop,"1276 Yeamans Hall Rd",,"Hanahan, SC 29410",1276,"Yeamans Hall Rd",,,Hanahan,SC,"Berkeley County",29410,US,Berkeley,gcod_usn8uwgzuqv7d9bbdwmjk6gdnd8n4
"Santa Fe Cafe - Fording Isl (CHS)","1533 Fording Island Road","Hilton Head Island",SC,29926,"Southern Barrel Brewing Company",32.237897,-80.808053,1,rooftop,"1533 Fording Island Rd",,"Hilton Head Island, SC 29926",1533,"Fording Island Rd",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnf3n5v4gvbk8r7vruq9taw3drf2
"Crazy Crab-Sea Pines (CHS)","149 Lighthouse Road","Hilton Head Island",SC,29928-7207,"Southern Barrel Brewing Company",32.138677,-80.81104,1,rooftop,"149 Lighthouse Rd",,"Hilton Head Island, SC 29928",149,"Lighthouse Rd",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnk2bqyergn4dk6gpsdgwh7xqheg
"Up the Creek at Broad Creek Marina (CHS)","18 Simmons Road","Hilton Head Island",SC,29926-2322,"Southern Barrel Brewing Company",32.185255,-80.756896,1,rooftop,"18 Simmons Rd",,"Hilton Head Island, SC 29926",18,"Simmons Rd",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnu63ytvgc3lr945thmdyqjnm97f
"Codfather - Park Circle (CHS)","4254 Spruill Avenue","North Charleston",SC,29405,"Southern Barrel Brewing Company",32.87239,-79.979824,1,rooftop,"4254 Spruill Ave",,"North Charleston, SC 29405",4254,"Spruill Ave",,,"North Charleston",SC,"Charleston County",29405,US,"Charleston County GIS",gcod_usnnmyzuqn3225hhz8mjzq9fgh433
"Earle Of Sandwich (CHS)","1 North Forest Beach Drive","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.143409,-80.750369,1,rooftop,"1 N Forest Beach Dr",,"Hilton Head Island, SC 29928",1,"N Forest Beach Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usny6pafw6uftbthssgsbsmg5sbhe
"Crescent Pointe Golf Club (CHS)","1 Crescent Point Drive",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.266192,-80.847373,1,range_interpolation,"1 Crescent Point Dr",,"Bluffton, SC 29910",1,"Crescent Point Dr",,,Bluffton,SC,"Beaufort County",29910,US,"TIGER/Line® from the US Census Bureau",gcod_usn45ntad73jd93a4evsumb7dtl7f
"Montanas (CHS)","521 Red Bank Road","Goose Creek",SC,29445-4507,"Southern Barrel Brewing Company",32.981921,-80.030408,1,rooftop,"521 Red Bank Rd",,"Goose Creek, SC 29445",521,"Red Bank Rd",,,"Goose Creek",SC,"Berkeley County",29445,US,Berkeley,gcod_usn93vgfll2l6rx9vu8qh5f929ypg
"Flat Bread Grill (CHS)","2 North Forest Beach Drive","Hilton Head Island",SC,29928-7707,"Southern Barrel Brewing Company",32.142441,-80.750283,1,rooftop,"2 N Forest Beach Dr",,"Hilton Head Island, SC 29928",2,"N Forest Beach Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usny6pafw6uftbtht8mkchh792ujd
"Tru Blues House of Wings (CHS)","1039 Johnnie Dodds Boulevard","Mount Pleasant",SC,29464,"Southern Barrel Brewing Company",32.810879,-79.864558,1,rooftop,"1039 Johnnie Dodds Blvd",,"Mount Pleasant, SC 29464",1039,"Johnnie Dodds Blvd",,,"Mount Pleasant",SC,"Charleston County",29464,US,"Charleston County GIS",gcod_usnjz6pduu3pt2afv8kurqqh98bx9
"El Nuevo Grill-Bluffton (CHS)","1008 Fording Island Road",Bluffton,SC,29910-4879,"Southern Barrel Brewing Company",32.256607,-80.852044,1,rooftop,"1008 US-278",,"Bluffton, SC 29910",1008,US-278,,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usncty3nzmya4rz4nx9qrblpqbrh2
"Foolish Frog - St Helena (CHS)","846 Sea Island Parkway","Saint Helena",SC,29920-3902,"Southern Barrel Brewing Company",32.396576,-80.578052,1,rooftop,"846 Sea Island Pkwy",,"Saint Helena Island, SC 29920",846,"Sea Island Pkwy",,,"Saint Helena Island",SC,"Beaufort County",29920,US,Beaufort,gcod_usnnsy7fwercp7v7pxeewdbzu37fa
"Old Bull Tavern (CHS)","205 West Street",Beaufort,SC,29902-5558,"Southern Barrel Brewing Company",32.431297,-80.671696,1,rooftop,"205 West St",,"Beaufort, SC 29902",205,"West St",,,Beaufort,SC,"Beaufort County",29902,US,Beaufort,gcod_usn8q3ppeymvj2gbbvsk4abwkkbb5
"Giuseppi's - Bluffton (CHS)","25 Bluffton Road",Bluffton,SC,29910-7619,"Southern Barrel Brewing Company",32.256357,-80.853236,1,rooftop,"25 Bluffton Rd",,"Bluffton, SC 29910",25,"Bluffton Rd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnlefkvejz5fy6br5eedawj7w8fd
"Ireland's Own (CHS)","3025 Ashley Town Center Drive",Charleston,SC,29414-5663,"Southern Barrel Brewing Company",32.792781,-80.036877,1,rooftop,"3025 Ashley Town Center Dr",,"Charleston, SC 29414",3025,"Ashley Town Center Dr",,,Charleston,SC,"Charleston County",29414,US,"Charleston County GIS",gcod_usn38qfzsvymvsnb7uw6dezzea66d
"Golf Club @ Indigo (CHS)","101 Berwick Drive","Hilton Head Island",SC,29926-2290,"Southern Barrel Brewing Company",32.200573,-80.74507,1,rooftop,"101 Berwick Dr",,"Hilton Head Island, SC 29926",101,"Berwick Dr",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usn7m69sj8evsf26jhsqr8zmer5z5
"Chronic Golf - HHI (CHS)","59A New Orleans Road","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.153998,-80.759655,1,rooftop,"59 New Orleans Rd",,"Hilton Head Island, SC 29928",59,"New Orleans Rd",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnxc6ruxw8nxgrhx3afndnttyvlf
"Paisano's-Mt. Pleasant (CHS)","1151 Queensborough Boulevard","Mount Pleasant",SC,29464-3196,"Southern Barrel Brewing Company",32.814166,-79.866708,1,range_interpolation,"1151 Queensborough Blvd",,"Mount Pleasant, SC 29464",1151,"Queensborough Blvd",,,"Mount Pleasant",SC,"Charleston County",29464,US,"TIGER/Line® from the US Census Bureau",gcod_usn5ffbhz5jf8lv9nmw68emvql7ta
"Hot Daddy's of HHI - Coligny (CHS)","1 North Forest Beach Drive","Hilton Head Island",SC,29910,"Southern Barrel Brewing Company",32.143409,-80.750369,0.99,rooftop,"1 N Forest Beach Dr",,"Hilton Head Island, SC 29928",1,"N Forest Beach Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usny6pafw6uftbthssgsbsmg5sbhe
"Tios (CHS)","40 Shelter Cove Lane","Hilton Head Island",SC,29928-3543,"Southern Barrel Brewing Company",32.186201,-80.720905,1,rooftop,"40 Shelter Cove Ln",,"Hilton Head Island, SC 29928",40,"Shelter Cove Ln",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnvtffm9w76pa44vjubwep9jq4zc
"Flatbread Grill & Bar (CHS)","2600 May River Crossing",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.242374,-80.980151,1,rooftop,"2600 May River Xing",,"Bluffton, SC 29910",2600,"May River Xing",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usn87qma4ah7l7n8qe7hvd8gr4ewb
"Ocean Oak Resort (CHS)","41 South Forest Beach Drive","Hilton Head Island",SC,29928,"Southern Barrel Brewing Company",32.138224,-80.759206,1,rooftop,"41 S Forest Beach Dr",,"Hilton Head Island, SC 29928",41,"S Forest Beach Dr",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnkxl9jj2ratkxhxaraprpu7xh6f
"Neighborhood Tap House - A Phos (CHS)","5101 Ashley Phosphate Rd #101","North Charleston",SC,29418,"Southern Barrel Brewing Company",32.915686,-80.099597,1,rooftop,"5101 Ashley Phosphate Rd","Ste 101","North Charleston, SC 29418",5101,"Ashley Phosphate Rd",Ste,101,"North Charleston",SC,"Dorchester County",29418,US,"Statewide SC",gcod_usnbye2wmwgmxmtc9yu2ywpbhxj59
"Hotel Indigo (CHS)","250 Johnnie Dodds Boulevard","Mount Pleasant",SC,29464,"Southern Barrel Brewing Company",32.802938,-79.8967,1,rooftop,"250 Johnnie Dodds Blvd",,"Mount Pleasant, SC 29464",250,"Johnnie Dodds Blvd",,,"Mount Pleasant",SC,"Charleston County",29464,US,"Charleston County GIS",gcod_usnjz6pduu3pt2afel43ugjteclld
"Buffalo Wild Wings - Beaufort (CHS)","121 Robert Smalls Parkway",Beaufort,SC,29906-4218,"Southern Barrel Brewing Company",32.433244,-80.712213,1,rooftop,"121 Robert Smalls Pkwy",,"Beaufort, SC 29906",121,"Robert Smalls Pkwy",,,Beaufort,SC,"Beaufort County",29906,US,Beaufort,gcod_usnhpcqlrc2q22t8v22r5nhza3fe7
"Piace Pizza - Beaufort (CHS)","1 Merchants Lane",Beaufort,SC,29907-8005,"Southern Barrel Brewing Company",32.433861,-80.641133,1,rooftop,"1 Merchant Ln",,"Ladys Island, SC 29907",1,"Merchant Ln",,,"Ladys Island",SC,"Beaufort County",29907,US,Beaufort,gcod_usny9t444c7p8hqcm33dwy3pv3kt4
"Mixx on Main - HHI Main St (CHS)","87 Main Street","Hilton Head Island",SC,29926-6613,"Southern Barrel Brewing Company",32.216378,-80.719365,1,rooftop,"87 Main St",,"Hilton Head Island, SC 29926",87,"Main St",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnkk3b6tgaps4ybtf4g3g72cwc5c
"Joey's Pizzeria (CHS)","5060 Dorchester Road","North Charleston",SC,29418,"Southern Barrel Brewing Company",32.858461,-80.032939,1,rooftop,"5060 Dorchester Rd",,"North Charleston, SC 29418",5060,"Dorchester Rd",,,"North Charleston",SC,"Charleston County",29418,US,"Charleston County GIS",gcod_usnzuyc9ue35yh7dep2thr298tms6
"Brodys Bar & Grill (CHS)","47 Ferry Drive",Beaufort,SC,29907-1640,"Southern Barrel Brewing Company",32.411473,-80.65227,1,rooftop,"47 Ferry Dr",,"Beaufort, SC 29907",47,"Ferry Dr",,,Beaufort,SC,"Beaufort County",29907,US,Beaufort,gcod_usnnn5dnnpry9g92clwrad6rskcu8
"Mangiamo - HHI Main St (CHS)","2000 Main Street","Hilton Head Island",SC,29926-1749,"Southern Barrel Brewing Company",32.215387,-80.724877,1,rooftop,"2000 Main St",,"Hilton Head Island, SC 29926",2000,"Main St",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnkk3b6tgaps4ybkg5la5v2ap52f
"Tio's Latin American Kitchen (CHS)","7 Venture Drive",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.272769,-80.917338,1,rooftop,"7 Venture Dr",,"Bluffton, SC 29910",7,"Venture Dr",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnrgvtr6eyrlzada4rwvkkc69595
"Marker 244 (CHS)","1 Port Royal Landing Drive","Port Royal",SC,29935-1140,"Southern Barrel Brewing Company",32.395656,-80.680524,1,rooftop,"1 Port Royal Landing Dr",,"Port Royal, SC 29935",1,"Port Royal Landing Dr",,,"Port Royal",SC,"Beaufort County",29935,US,Beaufort,gcod_usnzl25mm4sk5wn4v7urzhb39l3e4
"CHS Golf (CHS)","1919 Savannah Highway",Charleston,SC,29407,"Southern Barrel Brewing Company",32.788578,-80.025912,1,rooftop,"1919 Savannah Hwy",,"Charleston, SC 29407",1919,"Savannah Hwy",,,Charleston,SC,"Charleston County",29407,US,"Statewide SC",gcod_usn84spdtwcpkaebrxujvkelga7n9
"Triangle - Avondale (CHS)","828 Savannah Highway",Charleston,SC,29407,"Southern Barrel Brewing Company",32.782508,-79.986952,1,rooftop,"828 Savannah Hwy",,"Charleston, SC 29407",828,"Savannah Hwy",,,Charleston,SC,"Charleston County",29407,US,"Charleston County GIS",gcod_usn84spdtwcpkaebx99f3j8cynana
"Olive & Fig (CHS)","1533 Fording Island Road","Hilton Head Island",SC,29926-1103,"Southern Barrel Brewing Company",32.237897,-80.808053,1,rooftop,"1533 Fording Island Rd",,"Hilton Head Island, SC 29926",1533,"Fording Island Rd",,,"Hilton Head Island",SC,"Beaufort County",29926,US,Beaufort,gcod_usnf3n5v4gvbk8r7vruq9taw3drf2
"Dig In Park Circle (CHS)","1049 East Montague Avenue","North Charleston",SC,29405,"Southern Barrel Brewing Company",32.881246,-79.975903,1,rooftop,"1049 E Montague Ave",,"North Charleston, SC 29405",1049,"E Montague Ave",,,"North Charleston",SC,"Charleston County",29405,US,"Charleston County GIS",gcod_usnd57utpkg2zx45ktreqhepkuzkg
"Co (CHS)","340 King Street",Charleston,SC,29401,"Southern Barrel Brewing Company",32.784605,-79.935336,1,rooftop,"340 King St",,"Charleston, SC 29401",340,"King St",,,Charleston,SC,"Charleston County",29401,US,"Charleston County GIS",gcod_usnf5vftuxyvqdfcsh7w44lqygb3d
"Southside 17 (CHS)","3632 Savannah Highway","Johns Island",SC,29455,"Southern Barrel Brewing Company",32.804491,-80.110719,1,rooftop,"3632 Savannah Hwy",,"Johns Island, SC 29455",3632,"Savannah Hwy",,,"Johns Island",SC,"Charleston County",29455,US,"Statewide SC",gcod_usn6zbp8y2lk6dt6dum7h3g43e7q7
"Mellow Mushroom-Bluffton (CHS)","878 Fording Island Road",Bluffton,SC,29910-8678,"Southern Barrel Brewing Company",32.266011,-80.861058,1,rooftop,"878 US-278",,"Bluffton, SC 29910",878,US-278,,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usncty3nzmya4rz4lmy58xxel9myh
"Shelter (CHS)","202 Coleman Boulevard","Mount Pleasant",SC,29464,"Southern Barrel Brewing Company",32.791666,-79.879112,1,rooftop,"202 Coleman Blvd",,"Mount Pleasant, SC 29464",202,"Coleman Blvd",,,"Mount Pleasant",SC,"Charleston County",29464,US,"Charleston County GIS",gcod_usnstsra729yz4t49fh6vbv6d5p85
"Hilton Head Tavern (CHS)","44 Shelter Cove Lane","Hilton Head Island",SC,29928-3543,"Southern Barrel Brewing Company",32.185749,-80.718119,1,rooftop,"44 Shelter Cove Ln",,"Hilton Head Island, SC 29928",44,"Shelter Cove Ln",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnvtffm9w76pa44b6uvym2vg4cud
"Convention Center HHI Resort (CHS)","40 Folly Field Road","Hilton Head Island",SC,29928-6801,"Southern Barrel Brewing Company",32.199703,-80.692622,1,rooftop,"40 Folly Field Rd",,"Hilton Head Island, SC 29928",40,"Folly Field Rd",,,"Hilton Head Island",SC,"Beaufort County",29928,US,Beaufort,gcod_usnhhh82dnqyncv3p977ud2d3w3jf
"Agave Side Bar -Bluffton (CHS)","15 Captains Cove",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.235174,-80.86306,1,rooftop,"15 Captains Cove Rd",,"Bluffton, SC 29910",15,"Captains Cove Rd",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnkvfqm6kn7wwacf7edutj5ualaf
"Calhoun's (CHS)","9 Promenade Street",Bluffton,SC,29910,"Southern Barrel Brewing Company",32.238531,-80.862017,1,rooftop,"9 Promenade St",,"Bluffton, SC 29910",9,"Promenade St",,,Bluffton,SC,"Beaufort County",29910,US,Beaufort,gcod_usnh2thp2k673qw2mztyzaywfjd79
